step 10000
time 5000.000
time-step    0.500
 referencePE   0.0000000000000000     
rnd-times  8188  8394  8895
 positions
    35   0.14507
    36   0.10771
    37   0.12429
    38   0.13177
    39   0.12114
    40   0.12289
    41   0.18509
    42   0.15243
    43   0.14697
    44   0.17656
    45   0.09820
    46   0.10227
    47   0.18931
    48   0.09964
    49   0.14174
    50   0.13057
    51   0.13238
    52   0.10274
    53   0.11819
    54   0.19696
    55   0.19185
    56   0.11043
    57   0.11404
    58   0.17038
    59   0.10358
    60   0.15519
    61   0.15812
    62   0.15133
    63   0.14118
    64   0.12105
    65   0.17041
    66   0.14369
    67   0.14562
    68   0.15295
    69   0.19685
    70   0.12394
    71   0.19336
    72   0.14523
    73   0.14516
    74   0.18702
    75   0.18947
    76   0.13115
    77   0.15652
    78   0.16283
    79   0.10381
    80   0.14356
    81   0.16928
